id,comment_text,Action,Adult,Adventure,Animation,Biography,Comedy
"""2013 WSOP Asia Pacific"" (2013) {$50,000 High Roller Event - Part 1 (#1.3)}",total field entrants hit felt like paul phua sam trickett marvin rettenmaier jonathan karamalikis players buy turbo structure mean high speed play throughout day players look move leader board mount charge money pay top aud first prize await day end grueling level play final return next day aud first prize,0,0,0,0,0,0
"""2013 WSOP Asia Pacific"" (2013) {The Caesars Cup - Part 1 (#1.1)}",invite exhibition event play host best poker players europe asia pacific region americas battle inaugural wsop apac unique ryder cup style poker event pit team best players around world see region worlds best squad captain team americas defend champion time wsop gold bracelet winner phil ivey team asia pacific wsop main event champion joe hachem team europe sam trickett winner million last months,0,0,0,0,0,0
"""2013 WSOP Asia Pacific"" (2013) {WSOP-APAC Main Event - Part 1 (#1.5)}",largest anticipate day wsop apac covet aud main event hold internationally renowned crown poker room amateurs poker pros celebrities poker enthusiasts different countries sit battle acclaim title champion,0,0,0,0,0,0
"""2013 World Series"" (2013)",world series best game contest baseball team american league pennant win boston redsox national league pennant win st louis cardinals winner world series crown unequivocal champion baseball,0,0,0,0,0,0
"""2015 FIFA Women's World Cup"" (2015) {Canada vs. Switzerland (#1.52)}",elidih barbour present feature canada captain christine sinclair highlight france vs south korea second part tina daheleys interview england coach mark sampson plus live round coverage canada vs switzerland,0,0,0,0,0,0
"""2015 FIFA Women's World Cup"" (2015) {Netherlands vs. Canada (#1.34)}",preview new zealand vs china highlight thailand vs germany ivory coast vs norway eilidh barbour interview desiree scott canada squads dance videos tina daheley interview englands karen carney live coverage group match netherlands canada plus last minutes match new zealand china live,0,0,0,0,0,0
"""2015 FIFA Women's World Cup"" (2015) {United States vs. Sweden (#1.24)}",highlight australia vs nigeria feature sweden manager pia sundhage tina daheley talk eni aluko report englands final preparations second match live coverage group match unite state sweden,0,0,0,0,0,0
"""2025"" (2015) {Curiouser and Curiouser (#1.2)}",kaylins childhood friend finian try investigate case together end get bargain meanwhile presidential candidate william tays son david dark secret hes hide father,0,0,0,0,0,0
"""2050: Designing the Future"" (2011) {(#1.1)}",episode survival future provide food shelter healthcare worlds population enter world different visionaries creative team showcase version,0,0,0,0,0,0
"""2091"" (2016)",year best gamers world recruit powerful company travel moon calisto play extreme video game everything change discover sinister truth hide game put live danger,1,0,1,0,0,0
"""2091"" (2016) {Dejá Vu (#1.3)}",lila put army risk anything find whereabouts ferran get unexpected help inpar still take care survivors arena come rescue new warrior almoras score first victory seem determine challenge god,1,0,1,0,0,0
"""2091"" (2016) {Perder para Ganar (#1.5)}",lila try discover inpar surprise confrontation cause delay plan mefisto get new information dominate game new threat approach spaceship earth neodimio corporations stumble upon truth could change plan calisto,1,0,1,0,0,0
"""2091"" (2016) {Tiempo Fuera (#1.6)}",lila ally least expect players past warriors arena put strategy risk mefisto lash altea expose beyond limit game neodimio corporation force take drastic measure restore order calisto,1,0,1,0,0,0
"""20tantos"" (2002)",gloria normal neither rich poor girl although amuse intelligent begin series leave employment enter work scholarship holder important portal internet know miguel captivate enthusiasm natural charm idealism course physical attractiveness miguel place web idealistic controversial article take face director company work miguel say goodbye decide create portal internet claim collaboration partner gloria decide accompany gloria make love make illusions miguel ruin discover girlfriend natalia gloria give stable promise employment anything,0,0,0,0,0,1
"""20th Century with Mike Wallace"" (1995)",television news journalist mike wallace host hour long series take look back important historic events issue th century civil right movement world war war tobacco company,0,0,0,0,1,0
"""21 Cards"" (2009)",film live seat showroom mystic lake casino hotel card twin cities locally produce televise game show week new contestants navigate cash card jokers attempt win host mike rylander natalie kane episodes air every saturday night pm cw twin cities september th december th,0,0,0,0,0,0
"""21 Icons"" (2013) {Albie Sachs: Beautiful Sacrifice (#2.1)}",former constitutional court judge anti apartheid activist albie sachs talk filmmaker photographer adrian steirn portrait sit mean fairness democracy well role ensure value enshrine south africa,0,0,0,0,0,0
"""21 Icons"" (2013) {Francois Pienaar: 43 Million South Africans (#2.5)}",francois pienaar former springbok rugby captain talk filmmaker photographer adrian steirn unify effect sport importance society relationship nelson mandela south africas triumph rugby world cup help heal divide nation,0,0,0,0,0,0
"""21 Icons"" (2013) {Gary Player: In Play (#1.13)}",sport great philanthropist gary player reveal filmmaker photographer adrian steirn almost take golf sport sissies manage turn sport talent international empire benefit thousands impoverish children,0,0,0,0,0,0
"""21 Icons"" (2013) {Imtiaz Sooliman: The Good Doctor (#2.2)}",imtiaz sooliman founder humanitarian aid organisation gift givers talk filmmaker photographer adrian steirn portrait sit work worlds disaster zone view regardless race religion geography humankind nation,0,0,0,0,0,0
"""21 Icons"" (2013) {John Kani: A Shackled Performance (#1.18)}",photographer filmmaker adrian steirn join award win actor director playwright john kani market theatre downtown johannesburg talk lifelong work theatre shape struggle apartheid,0,0,0,0,0,0
"""21 Icons"" (2013) {Kitty Phetla: The Black Swan (#2.8)}",award win ballerina choreographer model kitty phetla talk filmmaker photographer adrian steirn journey soweto onto worlds stag perform iconic roles die swan former president nelson mandela,0,0,0,0,0,0
"""21 Icons"" (2013) {Laduma Ngxokolo (#3.6)}",surround war merchants long cape town laduma ngxokolo talk photographer gary van wyk start business importance preserve heritage think state south african fashion,0,0,0,0,0,0
"""21 Icons"" (2013) {Miriam Tlali: Her Story (#2.19)}",miriam tlali share life story filmmaker photographer adrian steirn first black female author south africa publish novel tlali accomplish despite deny education university choice due racial predispositions film discuss love classics thackeray dickens incredible power storytelling unveil truth,0,0,0,0,0,0
"""21 Icons"" (2013) {Pieter Dirk Uys: Piet-a-Boo! (#2.11)}",satirist pieter dirk uys talk renowned filmmaker photographer adrian steirn grow apartheid birth alter ego evita bezuidenhout south africas favourite socialite political activist continue tackle issue new south africa,0,0,0,0,0,0
"""21 Icons"" (2013) {Pregs Govender: A Balanced Life (#2.12)}",pregs govender human right gender activist talk filmmaker photographer adrian steirn year career devote womens emancipation equality continue dedication fight racism ills capitalism well prejudice gender inequality years democracy,0,0,0,0,0,0
"""21 Icons"" (2013) {Sophia Williams De Bruyn: In Prayer and Protest (#1.4)}",sophia williams de bruyn reminisce filmmaker photographer adrian steirn great womens march union build recount dignity bravery courage women change course south african history,0,0,0,0,0,0
"""21 Icons"" (2013) {Zanele Situ: Against All Odds (#2.18)}",zanele situ speak filmmaker photographer adrian steirn grow rural transkei strike tb age disease leave legs paralyse determine let get overcome great adversity become first black south african female athlete win paralympic gold medal sydney game,0,0,0,0,0,0
"""21 Jump Street"" (1987)",jump street headquarter squad police officer specialize investigations relate young people jump st personnel select ability pass high school college students allow operate undercover areas difficult regular police officer blend unnoticed,0,0,0,0,0,0
"""21 Jump Street"" (1987) {Back to School (#5.2)}",attempt adjust jump street program officer rocky garrett go undercover high school flush biggest drug dealer garrett try fun new persona rocky fear teacher come meanwhile hoffs try buy dream house,0,0,0,0,0,0
"""21 Jump Street"" (1987) {Besieged: Part 1 (#2.2)}",hanson go undercover rough school drug dealer find shoot death park lot penhall uniform patrol veteran officer work community hoffs try help junkie involve case,0,0,0,0,0,0
"""21 Jump Street"" (1987) {Brothers (#5.6)}",doug penhalls estrange brother joey transfer jump street unit attempt make amend doug reject take assignment must go deep undercover religious cult order extract man daughter prove cult involve illegal activities,0,0,0,0,0,0
"""21 Jump Street"" (1987) {Come from the Shadows (#4.4)}",team send investigate smuggle baby el salvador begin go undercover university priest critical salvadoran practice believe connect underground movement penhall find attract girl el salvador work catch ins offer marry,0,0,0,0,0,0
"""21 Jump Street"" (1987) {God Is a Bullet (#4.5)}",hoffs penhall send inner city school investigate drive shoot time new principal arrive determine fix place take hard line border suppression civil right even make penhall personal security force,0,0,0,0,0,0
"""21 Jump Street"" (1987) {In the Name of Love (#5.15)}",pompous feed come jump street tell fuller theyre try find way probable cause search home warehouse man believe smuggle drug feed want fuller send someone get close man daughter mac begrudgingly uncomfortable use girl like girlfriend come see see pick leave,0,0,0,0,0,0
"""21 Jump Street"" (1987) {Loc'd Out: Part 2 (#3.20)}",hanson suspect kill crook cop responsible iokis shoot go run fuller get booker assign cop partner might crook booker investigate shoot hanson eventually turn penhall help hanson eventually catch place trial,0,0,0,0,0,0
"""21 Jump Street"" (1987) {Pilot (#1.1)}",young black criminals break house middle class family threaten kill son kenny say owe dollars steal jaguar outside go away police arrive kenny refuse give information intruders policemen year old tom hanson graduate police academy top class first days work arent successful tom look juvenile bring respect impulsivity cause trouble colleagues relocate special unit call jump street chapel undercover unit focus serious crimes teenagers look new colleagues shock police officer doug penhall harry truman ioki judy hoffs look behave talk like teenagers chief captain richard jenko look like old hippie tom undergo transformation give false identity tom bauer send amherst high black criminals kenny students chance solve case get nowhere ordinary policeman,0,0,0,0,0,0
"""21 Jump Street"" (1987) {The Dreaded Return of Russell Buckins (#3.12)}",hansons friend rusell buckins write article reveal jump street program hanson suspect reveal program suspend hanson want clear name seek find try land daughter rich man want get little revenge make move,0,0,0,0,0,0
"""21 Jump Street"" (1987) {Tunnel of Love (#5.1)}",hoffs go undercover inside massage parlor believe brothel underage girls officer garrett go undercover patron meanwhile dea agent investigate owner parlor drug traffic,0,0,0,0,0,0
"""21 Thunder"" (2017)",cutthroat world pro soccer club live die star team future lifeblood franchise never make thunder story montreal thunder u team follow team star players field story love crime race sex athletic glory core series group players coach unite family whirlwind life step away pros,0,0,0,0,0,0
"""21st Century Bard: The Making of Twelfth Night"" (2003)",documentary air tv series detail creation channel update version shakespeares twelfth night include interview director cast comparisons previous adaptations bard work behind scenes look make tv movie intertwine classic literature modern day issue interracial romance plight asylum seekers europe,0,0,0,0,0,0
"""21st Century Terror"" (2006)",part series terrorism focus islamic extremism early root current conflict west part take earlier run theatrically release documentary inside screen new documentary hours part national geographic terrorism week reign terror al qaeda world islamic front jihad,0,0,0,0,0,0
"""227"" (1985)",base play live women reside black apartment build chicago christine houston marla gibbs first shoot stardom play sarcastic housekeeper louise george jefferson florence johnston jeffersons get series sitcom star mary jenkins tart tongue sharp housewife enjoy great deal gossip often speak shed believe good result many african americans reside washington c apartment build many residents lester jenkins marys husband construction worker brenda jenkins teenaged daughter marys lesters whose scholarly time overdo things apologize pearl shay annoy open mind neighbor believe gossip topic mary believe rise halloway best friend marys show sympathy neighbor turn daughter tiffany landlord die pilot episode rise take mr calloways place afterwards fourth season least somebody argumentative mary day attractive young build vamp sandra clark come start feud mary respective live,0,0,0,0,0,1
"""227"" (1985) {Far from the Tree (#2.14)}",sandra receive letter mother come visit upset feel mother never really love mary try placate sandra accidentally invite gentleman friend mop weekend mother visit mary help sandra prevent mother mop meet,0,0,0,0,0,1
"""227"" (1985) {Knock It Off (#5.17)}",dylan travis find money want keep mary tell turn certain period time claim get money guy show claim money refuse give guy turn mobster threaten eventually everyone show hold day mary family suppose go vacation,0,0,0,0,0,1
"""227"" (1985) {Matchmakers (#2.10)}",rise feel frustrate men shes date dump younger girls help sandra suggest join video date service sandra suggest adopt exotic persona transform raquel guy express interest find hard maintain raquel persona,0,0,0,0,0,1
"""227"" (1985) {No, My Darling Daughter (#4.21)}",mary lester give young man criminal record job first feel theyre something good young man even think get ged make move brenda dont approve forbid upon see theyre reaction decide forget get ged think hes make mistake turn educator joe clark help,0,0,0,0,0,1
"""227"" (1985) {Rapture (#3.10)}",calvin friend eddie fail history tutor help tutor attractive young woman inadvertently distract mary rise decide help efforts fail lester decide help unfortunately boys still fail final exam mary help get second chance jenkins get boys back track,0,0,0,0,0,1
"""227"" (1985) {The Audit (#2.16)}",lester go irs audit nervous mary go tell everything ok go coffee shop go audit lester think forget record need leave mary shop later guy come start make chauvinistic comment mary take exception go later mary lester go audit discover irs man heat exchange,0,0,0,0,0,1
"""227"" (1985) {The Handwriting on the Wall (#2.11)}",mary rise catch young man spray paint build try stop end turn spray get away later file suit assault hope sondra date car time corroborate version events saw mary rise grab boy spray paint,0,0,0,0,0,1
"""227"" (1985) {The Sidewalk Sale (#1.7)}",rise inherit build build inspector drop note many violations go take lot money repair guy decide sidewalk sale nearly reach goal mary give money lester hide hide mary sell something lester tell learn lester keep money,0,0,0,0,0,1
"""227"" (1985) {Toyland (#2.15)}",mary rise pearl fund raise toy drive children sick hospital sandra donate teddy bear ask mary ride mall mary lester go toy store find close mary spot someone believe employee store let lester realize hes try rob store,0,0,0,0,0,1
"""227"" (1985) {We the People (#1.17)}",lesters mentor show rise give job apartment manager later invite friends stay later learn theyre homeless include lesters boss rise hear feel choice throw hear woes,0,0,0,0,0,1
"""24 Carat"" (2015)",haya live husband youssef wealthy businessman serene life mountainous area lebanon life change drastically gang attempt murder youssef leave severe injuries nearly take life mira arrive chance site incident take unconscious youssef house medically aid discover lose memory things get complicate mira start fall love youssef,0,0,0,0,0,0
"""24 Hour Catwalk"" (2012) {24 Hour Woman}",cover girl inspire episode focus showcasing many unique aspects modern stylish woman first cut challenge designers must face daunt task repurposing pink chenille bathrobe create elegant look worthy red carpet,0,0,0,0,0,0
"""24 Hour Catwalk"" (2012) {Costume (#1.3)}",theme episode costume first cut challenge trunk contain rubber clown mask designers must use create ball gown designers make hour challenge must face second trunk contain simple black plastic mask,0,0,0,0,0,0
"""24 Hour Catwalk"" (2012) {Sex Appeal (#1.7)}",episode sex appeal first challenge designers face frighten task repurposing pair granny panties create sexy first date look designers make hour challenge must inspire incorporate fluffy pink negligee inner wear outerwear collection,0,0,0,0,0,0
"""24 Hour Catwalk"" (2012) {Travel (#1.8)}",episode focus around theme travel first cut challenge trunk contain vibrant hawaiian shirt designers must turn stylish comfortable look travel woman designers make hour challenge must face second trunk item inflatable globe beach ball,0,0,0,0,0,0
"""24 Hour Design"" (2006) {Bohemian Chic Living Room (#1.1)}",katie sprenger eclectic taste lack focus necessary create cohesive design live room unique collection furniture accessories pull room many directions turn hour design team host designer angelo surmelis carpenter chris ashe design assistant wanda colon help give live room style focus lack,0,0,0,0,0,0
"""24 Hour Panel People"" (2011)",david walliams qv raise money comic relief appear hour marathon various popular panel show comprise would lie qv cat qv minute tv like qv bruce forsyth generation game qv keyhole qv blankety blank qv mock week qv celebrity juice qv argumental qv qi qv think qv call bluff ii qv give us clue qv whats line qv mastermind qv get news qv whose line anyway qv never mind buzzcocks qv,0,0,0,0,0,1
"""24 Hours in Police Custody"" (2014) {Bad Blood (#3.1)}",outbreak teen criminality put police hour shift find evidence young hooligan accuse robbery assault deny play victim find enough charge release,0,0,0,0,0,0
"""24 to Life"" (2016) {Greed and Desperation (#1.1)}",kevin airline executive let greed take life hours freedom must repair break marriage make amend teenage daughter kate executive assistant whose crime desperation lead family split piece hours leave must reconcile children turn,0,0,0,0,0,0
"""24 to Life"" (2016) {Reckless Decisions (#1.2)}",melisa therapist take protection family far last hours freedom must repent heinous crime attempt reconcile husband daughter grandson kayleen mother drug addict face decade prison must face familys shame disappointment try recover family last hours freedom melisa therapist take protection family far last hours must repent crime well try reconcile husband daughter grandson kayleen mother well drug addict must face family seek forgiveness crime begin decade prison therapist mama bear melisa take protect family step far must repent heinous crime final hours freedom attempt reconnect distant husband set example daughter grandson recover drug addict mother kayleen face decade prison wake crime must face familys shame disappointment children split apart,0,0,0,0,0,0
"""24"" (2001) {10:00 a.m.-11:00 a.m. (#1.11)}",jack take ted cofell hostage find name key card try get whatever info conspiracy amount name another conspirator kevin carroll palmer start piece together connection jack gain receive order kill teri kim boss andre drazen day california presidential primary jack kidnap ted cofell follow lead e mail jamey try break control use information profile provide nina go park area ted suppose meet kevin carroll ted speak serbian heart problem die jack conclude situation david palmer ask nina investigate classify assignment belgrade kosovo mission call operation nightfall meanwhile andre drazen meet ira gain give thirty minutes find jack bauer rick give gun teri eli come warehouse kill shoot twice david meet carl discuss george farrigano carl tell power price pay david say carl work anymore carl tell work powerful people invest lot money david jack tie kevin hit agree take jack family,1,0,0,0,0,0
"""24"" (2001) {11:00 a.m.-12:00 p.m. (#1.12)}",kevin carroll man pretend york lead jack gain compound quickly discover nina tony try work around directors green strict new protocols help jack palmer discover carl webb financier handle keith situation way day california presidential primary kevin lead jack placerita canyon road gain hideout teri kim hide body eli meanwhile alberta green squeeze tony nina try get information jack promise send jail david palmer contact dr george farrigano arrogant unethical man hang phone david go advisor farriganos office find explode due gas leakage jack find teri kim call green ask backup rick help shootout gain men,1,0,0,0,0,0
"""24"" (2001) {12:00 a.m.-1:00 a.m. (#1.1)}",day california presidential primary midnight spy victor rovner send message kuala lumpur usa meanwhile los angeles federal agent jack bauer return family trouble home teenage daughter kimberly blame mother teri put jack house teri jack decide serious conversation kim discover girl run away home try solve domestic problem jack call counter terrorist unit colleague nina myers meet chief richard walsh disclose menace life senator david palmer run president need find shooter later walsh private conversation jack tell conspiracy agency david palmer assign jack find conspirators airplane explode mojave desert jack additional issue worry premier opener introduce jack bauer family man move back estrange wife teri daughter kimberly despise mother throw jack house first place jack try patch things family get call ctu come along fellow ctu agents tony almeida nina meyers jamey farell brief richard walsh senator david palmer first african american real chance white house assassinate day jack think david likely target skin color race prevent assassination happen series follow live ctu field agents palmers candidacy palmers face accusations rape murder incident take place years ago,1,0,0,0,0,0
"""24"" (2001) {1:00 a.m.-2:00 a.m. (#1.2)}",day california presidential primary richard walsh meet inside informer scott baylor dunlop plaza deliver key card data ctu conspirator ambush shoot scott kill walsh call jack bauer come help mojave desert mandy hide id david palmers photographer sand beacon rescue contractor later partner pick id motorcycle meanwhile kim friend janet abduct teri alan seek daughters jack help walsh give key card shoot die soon jack surprise identity rogue agency david palmer contact friend sneak suite ctu discover airplane go mojave desert unbenowist carry person suppose snap palmers picture breakfast meet assassin name many emerge man wallet hide transponder desert spot land make jump girl name brigette pick mandy reveal work man name ira gain iras men plastic surgery resemble photographer mandy want lay low see complete assign meanwhile kimberly best friend janet kidnap men local party girls attend turn rouse help alan york worry teri search daughter meanwhile walsh meet source give key card jack call walsh ambush jack walsh take men third shoot walsh hand jack key card key card hint palmers assassination attempt,1,0,0,0,0,0
"""24"" (2001) {2:00 a.m.-3:00 a.m. (#1.3)}",analyze key card jack realize nina myers betray inside ctu hand palmer go meet men talk phone call kim friend notice kidnap try getaway end car hit janet men take kim away ira gain get mad hear brigette want money reveal transponder mandy make deal kill brigett get transponder jack talk nina get sure break inside day california presidential primary bridget ask another million dollars deliver id assassins jack ask alan teri wait kim janet arm break kidnappers david palmer meet dangerous neighborhood explain blackmail ask acquaintance take care situation mandy make deal contractor kill bridget delivery id kim janet escape abductors run away janet hit car kim capture back jack ask jamey investigate ninas computer distract end realize innocent jack think hes identify mole inside ctu senator palmer order employee name carl webb dig dirt reporter kim realize shes kidnap try escape ira gain plan come halt must work new deal mercenaries steal id card,1,0,0,0,0,0
"""24"" (2001) {3:00 a.m.-4:00 a.m. (#1.4)}",day california presidential primary janet leave injure road later decide return execute nina absolutely upset jack bauer seem understand reason together jamey try disclose scheme conspirator ctu district director george mason call tony almeida shut agency jack escape lock follow lead key card nina jamie cover spite press mason secret service tell assassination threat david palmer tell wife reporter call tell keith murder boy rap nicole therapist george ferragano would tell truth journalist jack chase capture criminal tell kim kidnap,1,0,0,0,0,0
"""24"" (2001) {4:00 a.m.-5:00 a.m. (#1.5)}",day california presidential primary janet arrive hospital jane doe immediately go emergency surgery teri alan arrive despair try find daughter surgery campaign headquarter senator david palmer schedule meet maureen kingsley third floor reporter confirm keiths therapist george ferragano tell keith kill man rap sister confirm keith go hospital use fake name meanwhile jack bauer force situation precinct release greg penticoff get information kim nina able trace phone call gain penticoff find body gain leave trunk car janet problems surgery,1,0,0,0,0,0
"""24"" (2001) {5:00 a.m.-6:00 a.m. (#1.6)}",jack meet teri hospital wait talk janet kim palmer confront family cover day california presidential primary jack bauer ask security hospital janet recover cardiac arrest surgery since believe life danger kim help rick bury dean carl tell david palmer cover keith gibson sherry know find nicole know keith kill gibson feel lose election go campaign advisor party mike novick tell truth mike tell david disclose truth press early morning maureen kingsley since electors could forgive jack go hospital tell truth teri explain wall build work family fall apart ira gain call jack force leave hospital meanwhile alan actually work gain kill janet lure teri drive distant location meet kim teri receive phone call nina tell id body find trunk penticoffs car,1,0,0,0,0,0
"""24"" (2001) {6:00 a.m.-7:00 a.m. (#1.7)}",day california presidential primary david palmer decide tell family side story press explain actually accident try convince sherry keith support sherry suggest david find dirty past maureen blackmail bury truth preserve family kim get kevin dominate call jamey ask help agents arrive gain men instead meanwhile gain force jack bauer switch key card milo note replacement card tell nina press jack point gun force nina leave ctu rick help kim escape see mother abduct decide return imprisonment gain order jack shoot nina tony retrieve image jack office understand dress nina bulletproof vest,1,0,0,0,0,0
"""24"" (2001) {7:00 a.m.-8:00 a.m. (#1.8)}",day california presidential primary martin beckin arrive conference press david palmer meanwhile nina call tony explain ctu infiltrate find jamey spy conspirators use ctu surveillance cameras monitor interior facility jack force bring wallet weapon inside press conference deliver martin tony call aaron pierce secret service tell jack compromise gain order execute teri kim,1,0,0,0,0,0
"""24"" (2001) {8:00 a.m.-9:00 a.m. (#1.9)}",day california presidential primary jack bauer arrest escape handcuff secret service hijack car waitress lauren go construction talk nina tony sherry call maureen promise story assassination attempt conspiracy government postpone news keith teri sexually abuse kidnappers protect kim steal cellular tony nina press jamey try commit suicide,1,0,0,0,0,0
"""24"" (2001) {9:00 a.m.-10:00 a.m. (#1.10)}",jack run escape custody nina receive phone call teri try trace call palmer still want go ahead press conference despite objections alberta green temporarily take director ctu day california presidential primary teri contact nina leave line open without hang phone nina try trace call battery run jamey die arrogant alberta green assume ctu spiteful sherry call carl webb ask get rid problem jack chase ted cofell follow lead e mail jamey,1,0,0,0,0,0
"""24"" (2001) {Day 2: 10:00 a.m.-11:00 a.m. (#2.3)}",jack send warn ctu target terrorist attack leave ctu hour earlier director mason personally check lead regard nuclear bomb find place bomb make kate warner try avoid reza get proof connect terrorists lynn kresge attempt tell president palmer impend attack ctu nsa sub director eric rayburn keep,1,0,0,0,0,0
"""24"" (2001) {Day 2: 11:00 p.m.-12:00 a.m. (#2.16)}",jack get back ctu bomb explode situation tense since tony become head unit especially key witness assassinate president palmer staff prepare retaliation countries involve ali,1,0,0,0,0,0
"""24"" (2001) {Day 2: 1:00 p.m.-2:00 p.m. (#2.6)}",jack take charge nina meyers interrogation demand presidential pardon president palmer deal crash ambassadors helicopter return sherry inform theres conspiracy white house tony step interrogation reza,1,0,0,0,0,0
"""24"" (2001) {Day 2: 2:00 p.m.-3:00 p.m. (#2.7)}",jack board plane nina meyers several fbi agents meet contact visalia california info bomb location nina try escape meet contact president palmer mike novick try ascertain nsa director stantons loyalty mason try make contact estrange son tony take bob warner reza ctu question jack nina fly visalia calif plan raid key build president palmer suspect conspiracy mason try reach son eric christian olsen late trouble follow kim boyfriend miguel,1,0,0,0,0,0
"""24"" (2001) {Day 2: 3:00 p.m.-4:00 p.m. (#2.8)}",jack nina try get info bomb visalia contact way back la tony learn bob warners status cia contractor stanton express concern sherrys presence sherry try make deal detain reporter jack nina try get info visalia contact way back la tony learn bob warners status cia consultant stanton express concern sherrys presence try make deal reporter kate start search father confidential file,1,0,0,0,0,0
"""24"" (2001) {Day 2: 4:00 p.m.-5:00 p.m. (#2.9)}",plane carry jack nina shoot together must fight group soldier mason play bob warner reza find work terrorists kate warner capture interrogate syed ali mason reveal truth condition tony,1,0,0,0,0,0
"""24"" (2001) {Day 2: 6:00 a.m.-7:00 a.m. (#2.23)}",jack sherry contact peter kingsley turn mastermind behind tape mike novick realize make huge error judgment support prescott deputy regional director brad hammond place tony michelle arrest,1,0,0,0,0,0
"""24"" (2001) {Day 2: 8:00 p.m.-9:00 p.m. (#2.13)}",jack discover body additional coral snake commandos tactical team get closer bomb location division send brad hammond look ctu las situation stanton finally reveal know bomb along allow smuggle country,1,0,0,0,0,0
"""24"" (2001) {Day 3: 10:00 p.m.-11:00 p.m. (#3.10)}",order get closer virus jack try make nina believe still feel wayne try gain trust julia milliken alan milliken start make demand chase convince salazars girlfriend help escape,1,0,0,0,0,0
"""24"" (2001) {Day 3: 1:00 a.m.-2:00 a.m. (#3.13)}",shes capture jack chase nina unleash self repeat worm ctus computer system cut inter agency connectivity endanger undercover ctu operatives around world sherry run options decide break alan millikens house steal cell phone order get incriminate evidence,1,0,0,0,0,0
"""24"" (2001) {Day 3: 2:00 p.m.-3:00 p.m. (#3.2)}",hour infect body drop cdc jack chase begin trace last know locations ctu track drug dealers east la president palmer consider cancel debate chief staff wayne palmer present president unethical solution deal senator keeler,1,0,0,0,0,0
"""24"" (2001) {Day 3: 4:00 a.m.-5:00 a.m. (#3.16)}",interrogation go nowhere jack chase let amador escape hop lead clients location michelle place hotel quarantine must make difficult decision handle ensue panic president palmer put awkward position handle milliken situation,1,0,0,0,0,0
"""24"" (2001) {Day 3: 6:00 p.m.-7:00 p.m. (#3.6)}",jack ramon try evade military helicopters make run plane schedule leave mexico palmer cancel debate kyle singer learn infect virus kim discover gael ortega might work salazars,1,0,0,0,0,0
"""24"" (2001) {Day 3: 8:00 a.m.-9:00 a.m. (#3.20)}",jack use saunders daughter leverage attempt control virus palmer maneuver around confuse angry press michelle await result test see infect saunders start make demand tony capture michelle,1,0,0,0,0,0
"""24"" (2001) {Day 4: 10:00 a.m.-11:00 a.m. (#4.4)}",jack create faux hostage crisis convenience store trap kalil several innocent bystanders buy chloe time get surveillance satellite work properly dina murder behroozs girlfriend become suspicious audrey secretary heller try escape,1,0,0,0,0,0
"""24"" (2001) {Day 4: 11:00 a.m.-12:00 p.m. (#4.5)}",jack director driscoll agree truce work together police make mistake handle kalil situation mean jack find new lead terrorists begin threaten audrey unless heller confess war crimes camera hour,1,0,0,0,0,0
"""24"" (2001) {Day 4: 12:00 a.m.-1:00 a.m. (#4.18)}",jack discover marwans new objective find activate nuclear warhead realize page football miss logans presidency good start start show sign fear ctu send curtis intercept marwans subordinate lawyer amnesty global stall interrogation,1,0,0,0,0,0
"""24"" (2001) {Day 4: 1:00 a.m.-2:00 a.m. (#4.19)}",chloe send field first time look report woman claim boyfriend part conspiracy mike novick call former president david palmer assist president logan jack methods question,1,0,0,0,0,0
"""24"" (2001) {Day 4: 2:00 a.m.-3:00 a.m. (#4.20)}",palmer authorize extraction mission chinese embassy l lead jack curtis intend target injure raid chinese consul shoot friendly fire people jack force doctor stop work paul help suspect,1,0,0,0,0,0
"""24"" (2001) {Day 4: 3:00 p.m.-4:00 p.m. (#4.9)}",jack tony stumble dina behroozs trail key suspect assassinate edgar try get mother fallout zone san gabriel island nuclear power station driscoll curtis cover track follow revelation marianne navi close behrooz try get medication dina ctu manage track dina araz son berhooz go uncle pain medication receive unpleasant surprise nuclear reactors go critical unexpected effect edgar tony decide stick around bite longer,1,0,0,0,0,0
"""24"" (2001) {Day 4: 5:00 a.m.-6:00 a.m. (#4.23)}",chinese representative kidnap ctu agent howard bern attempt learn lead raid embassy palmer logan evacuate major u cities hop prevent nuclear disaster michelle try save tony,1,0,0,0,0,0
"""24"" (2001) {Day 4: 6:00 p.m.-7:00 p.m. (#4.12)}",jack paul rain visit corporate headquarter mclennan forster defense contractor employ marwan company executives activate emp bomb destroy incriminate evidence order protect tony give temporary command ctu driscoll resign follow daughters suicide,1,0,0,0,0,0
"""24"" (2001) {Day 4: 7:00 p.m.-8:00 p.m. (#4.13)}",jack paul enlist civilian help must fend mercenaries mclennan forster tony discover michelle take command ctu marwan order underling kill air force pilot family assume pilot identity,1,0,0,0,0,0
"""24"" (2001) {Day 4: 8:00 p.m.-9:00 p.m. (#4.14)}",jack dinas attempt infiltrate marwans terrorist cells backfire michelle order chloe back work edgar begin crack due emotional pressure paul take surgery get shoot anderson gain access airfield get closer stealth bomber,1,0,0,0,0,0
"""24"" (2001) {Day 4: 9:00 p.m.-10:00 p.m. (#4.15)}",order buy time anderson close air force marwan call ctu tell michelle trade jack behrooz bill buchanan arrive ctu assume command curtis interrogate behrooz information marwan,1,0,0,0,0,0
