comment_text,business,sports,weather,national,international,government
Tokyo stocks open lower after BoJ under,0,0,0,0,0,0
FBR issues immovable property valuation tables for major citi,1,0,0,0,0,0
Coup costsTurkey economy 100 billion minister,0,0,0,0,0,1
PSO received Rs 293 bln payment against Rs 308 bln supplies16 ,0,0,0,0,0,1
Pakistan IMF successfully complete last review Ishaq Dar,0,0,0,1,1,1
Fast beauty Korean cosmetics shine China draw investor,0,0,0,0,0,0
IMF release final instalment 66 bn loan Paki,0,0,0,1,1,1
Tokyo stocks rise in early trade on weaker yen Toyota soar,0,0,0,0,0,0
Strong US July jobs numbers a likely boost for Cli,1,0,0,0,0,1
Oil rises on fresh calls for production freez,0,0,0,1,1,0
Flight bookings Britain rise Brexit weakens pound,0,0,0,1,1,0
Summer season brings boost business PTDC M,1,0,0,0,0,0
Tokyo stocks track Wall Street rally at ,0,0,0,0,0,0
Iran auction property death row ty,0,0,0,1,1,0
Sale of CNG in litres illegal in Sindh OGRA,0,0,0,0,0,0
Tokyo stocks down at ,0,0,0,0,0,0
Arianna Huffington leave Huffington P,0,0,0,0,0,0
Swiss court backs Iran decades old oil row Isr,0,0,0,0,0,0
Dubai plane crash survivor hits 1m j,0,0,0,0,0,0
Sales Tax initiatives check huge tax evasi,1,0,0,1,0,1
Oil prices surge on Saudi ministers talk of possible acti,0,0,0,0,0,0
CNG supply resumes Sindh three day long stri,0,0,0,0,0,1
Pakistan ready walk right directions TPL M,1,0,0,0,0,1
Modi hails sweeping reforms Indias fast gr,1,0,0,1,1,1
Tokyo stocks under pressure on weak Japan GDP,0,0,0,0,0,0
Pakistan Stock Exchange ends all time hig,0,0,0,0,0,0
Oil halts rally market weighs chance output freez,0,0,0,0,0,0
British shoppers begin feel post Brexit pi,0,0,0,0,0,0
Tokyo stocks up in early trade despite global ,0,0,0,0,0,0
Ever wanted track where fish comes from Now you ,0,0,0,1,1,1
Oil dips Asia Saudi Arabia output boost repor,0,0,0,0,0,0
POL prices likely to go down by Rs435 per litre in September,0,0,0,0,0,0
Kalashnikov gunmaker opens store Moscows airpor,0,0,0,1,1,0
US helping Pakistani mango farmers access world mar,0,0,0,1,1,0
Bangladesh Black Sea wheat India supply fad,0,0,1,0,0,0
New York global property crown London Brexit fear,0,0,0,0,0,0
Pakistan shares close lower rupee weaker,0,0,0,0,0,0
Tokyo stocks open higher on weaker y,0,0,0,0,0,0
Illicit gold Indias smugglers shut out refiners b,1,0,0,0,0,1
Pakistan prepares second LNG import termi,0,0,0,0,0,0
Paris tourism lost 750 mln euros after ,0,0,0,1,0,0
Chinas Silk Road powers bids 15 billion Pakistan utility ,1,0,1,1,0,1
Chinas Silk Road powers bids for 15 bln Pakistan utility ,1,0,1,0,0,1
3G 4G users touch 32 mln mark Paki,0,0,0,0,0,0
Welspun scandal plummeting Egyptian cotton outpu,0,0,0,0,0,1
Maleeha Lodhi rings NY Stock Exchange closing b,1,0,0,0,0,1
Australia warns shipbuilder DCNS security ,0,0,0,0,0,1
KNs wins five gold medals at IFFA in Germany,0,0,0,1,1,0
Dollar rises following Yellen remarks on rate hi,0,0,0,0,0,0
Politically connected Gupta family to sell South Africa compani,1,0,0,1,1,1
Gold hits near 5 week low after Fed strikes hawkish ,0,0,0,0,0,0
China G20 West derail agend,0,0,0,1,1,0
Tokyo stocks open higher as exporters surge on weaker y,0,0,0,0,0,0
Sindh CM Murad Ali Shah World Bank finance Karachi mega proj,0,0,0,0,0,1
Oil prices rebound on weaker dollar,0,0,0,0,0,0
Murad Ali Shah coal mining installation 660 MW power plants Thar,0,0,0,0,0,0
Indonesia turns India buffalo beef alternativ,0,0,0,0,0,0
Consumer giants Muslims halal face creams ,1,0,0,1,0,0
India Ambani telecoms venture free calls cut price d,1,0,0,0,0,0
Oil heads for biggest weekly loss since mid January,0,0,0,0,0,0
Old banknotes cease to be legal tender from Dec 1,0,0,0,0,0,1
Spain proposes former minister linked Panama Papers World B,0,0,0,1,1,1
Passport visa fees fetch Rs 86571 bln five year,0,1,0,1,0,1
Banks to remain open on 10,0,0,0,0,0,1
Bahrains Al Baraka merge Pakistans Burj B,0,0,0,0,0,0
Kuwait UAE welcome Saudi Russian oil cooperati,0,0,0,0,0,0
UAE introduces much awaited bankruptcy ,1,0,0,1,0,1
Tax exempt military fuel sold on open market Afghani,1,0,0,1,1,1
Chinas Xi at G20 says world economy at ri,0,0,0,0,0,0
Dubai rolls out property projects despite falling pri,0,0,0,1,1,0
Oil prices Asia Russia Saudi ,0,0,0,0,0,0
BinLadin Group fails clear dues slashes thousands job,0,0,0,1,0,1
India WTO trade facilitation deal servi,1,0,0,1,1,0
Asia stocks hit one year hig,0,0,0,0,0,0
Oil prices extend gains on weak dollar industry d,0,0,0,0,0,0
Global airport traffic 64 percent 2015 fastest rate 2010,0,0,0,1,1,0
Taxpayers directory to be launched today,0,0,0,0,0,0
PIA induct 2nd A 330 aircraft Premier Service next ,1,0,0,1,1,0
Banks to remain open today SBP,0,0,0,0,0,0
PR losses controlled due to passenger friendly polici,1,0,0,0,0,1
Oil prices fall US drillers add rigs speculators cut long positi,0,0,0,0,0,0
Dollar wins support September rate hike ,0,0,0,1,0,0
Oil rises on smaller than expected build in US crude ,0,0,0,1,1,1
US seeks 14 bn from Deutsche Bank over mortgage bond,0,0,1,1,1,0
Protesters rally across Germany against mega trade d,0,0,1,0,0,1
Oil up as Venezuela sees output d,0,0,0,0,0,0
Fed again poised to cut longer run interest rate for,0,0,0,0,0,0
Pakistan start international ferry servi,1,0,0,1,1,1
Fruits export 5699 vegetable 4311 two ,0,0,0,0,0,0
Iran expresses its desire to be part of CPEC proj,0,0,0,0,0,0
Ishaq Dar orders investigations into BahamasL,0,0,0,1,1,1
Oil bet wrong rusting tankers rigs clog up Asian water,0,0,0,0,0,0
Pakistan Nepal for early finalization of FTA,0,0,0,0,0,0
SBP keeps policy rate unchanged at 575,0,0,0,0,0,0
Coming soon Pakistans biggest online shopping festiv,0,0,0,0,0,0
Bank of America cut two dozen Asia investment banking job,0,0,0,0,0,0
Pakistans biggest online shopping festival begins Wednesday,0,0,0,0,0,0
Three ways to make grocery shopping easy,0,0,0,0,0,0
Few hours left for Pakistans biggest online shopping festival to begi,0,0,0,0,0,0
WTO cuts 2016 world trade growth forecast to 17 ,0,0,0,1,1,0
PTI submits resolution against K Electri,0,0,0,0,0,1
India speed up hydropower building rivers flowing Paki,0,0,0,0,0,0
Abu Dhabi awards container shipping terminal Chinas C,0,0,0,0,0,1
Pakistans biggest online shopping begi,0,0,0,0,0,0
Turkey suffers 38 visitor drop coup hits touri,0,0,0,1,1,0
Overwhelming response to Pakistans biggest online festiv,0,0,0,1,0,0
India Pakistan stocks fall after surgical strikes clai,0,0,0,1,0,0
Indian markets crash amid claims of surgical stri,0,0,0,0,0,0
OPEC agrees modest oil output curbs first deal since 2008,0,0,0,1,1,1
Modi to review MFN status to Pakistan revocation will affect Indi,0,0,0,0,0,1
Biggest online festival continu,0,0,0,0,0,0
Oil prices surge after OPECs surprise output cut d,0,0,0,1,1,0
POL prices to remain unchanged in October,0,0,0,0,0,1
Business leaders discuss reinvention challeng,1,0,0,0,0,0
Pakistan Stock Exchange says Shanghai bourse interested in buying ,0,0,0,1,1,0
Pakistan Railways launches E ticketing sy,0,0,0,0,0,0
Pakistan inflation rises 388 pct September statistics bureau,0,0,0,0,0,0
IMF warns of protectionist threat to global gr,1,0,0,1,1,1
Pound slumps to 31 year low versus dollar,0,0,0,1,0,1
Pakistan require lower sulphur diesel fuel starting 2017,0,0,0,0,0,0
Oil prices fall surging Iran sales looming OPEC deal offers suppor,0,0,0,1,1,0
PM for enhancing bilateral trade with Belarus upto 1 bln in 4 year,1,0,0,1,0,0
Oil hits highest since June on possible US inventory dr,0,0,0,0,0,0
Oil prices ease June highs weaker physical mar,0,0,0,1,1,0
SBP injects Rs 1120150 b,0,0,0,0,0,0
PM says CPEC to bring economic revolution in Paki,1,0,0,0,0,1
Indian cotton exports Pakistan slump tensions trader,1,0,0,0,0,1
Putin says Russia ready to join OPEC oil output curb,0,0,0,0,0,0
Contract theory earns pair Nobel Economics Priz,0,0,0,0,0,0
Afghan authorities impose cargo charges Pakistani goods tru,0,0,0,0,0,1
World Banks top economist tipped for Nob,1,0,0,0,0,0
Asian shares mixed oil jumps on output curb expectati,0,0,0,0,0,0
External sharia audits gain traction in Islamic finance study find,0,0,0,1,1,0
Oil edges up on record Indian imports hopes of producer cu,0,0,0,0,0,0
US banks planning exodus from Brexit Britain French minister,1,0,0,0,0,0
US Consul General Grace participated PSE gong ceremony,1,0,0,0,0,1
Bangladesh China firms ink multi bln d,1,0,0,1,1,1
Modi Putin set sign energy deals ahead BRICS,0,0,0,1,1,0
PIA crew being groomed to have a new ,0,0,0,1,1,0
340MW nuclear power plant starts operati,0,0,0,1,0,1
PIA aims to lease 8 planes in turnaround driv,1,0,0,1,1,1
Power tariff increased for Karachi under FCA,0,0,0,1,0,0
Myanmar giant jade stone too big mov,0,0,0,0,0,0
Hong Kong stocks rise at ,0,0,0,0,0,0
Crazy hike in Saudi visa fees could impact business ti,1,0,0,1,1,1
SBP issue Rs10 regular coin Monday,0,0,0,0,0,1
SBP issues Rs10 regular coi,0,0,0,0,0,1
IMF felicitates Pakistan completing economic reforms packag,0,0,0,1,1,1
India cotton exports slump Pakistan trims pur,0,0,0,0,0,1
Gold steady dollar dip higher physical demand,0,0,0,0,0,0
Post sanction Iran makes play Asian inv,1,0,0,1,1,0
Toyota recall 58 million cars Japan China Europe Takata airbag,0,0,0,0,0,0
Doing Business report Pakistan among 10 most improved countri,1,0,0,0,0,1
Oil rises above 50 on OPEC cut ,0,0,0,0,0,0
NBP maintains profit growth profit up by 11,0,0,0,1,0,0
Shares fall as investors wary of political tensi,0,0,0,0,0,0
US markets not fully buying Hillary wi,1,0,0,0,0,0
OPEC officials fail agree curb oil suppli,0,0,0,1,0,0
US auto sales fall in October,0,0,1,0,0,0
Oil prices rise one month lows OPEC approves strategy,0,0,0,0,0,0
NY Times sees digital gains but profit evapor,1,0,0,0,0,0
Pakistan shippers fume as containers hijacked to block pr,1,0,0,0,0,1
Hillary Clinton Wall Street favorite enemy,0,0,0,0,0,0
IMF MD writes letter to PM congratulates on completion of economic reform progr,0,0,0,1,1,0
Chinese companies intent to bring 3 bn investment to Paki,1,0,0,0,0,1
Gold slips firm dollar US election concerns lifting demand,0,0,0,0,0,0
Kuwait launches foreign bond sale finance defici,0,0,0,1,1,0
Dollar jumps Clinton gets eleventh hour election b,1,0,0,0,0,0
Tea imports up 108 first quarter,0,0,0,0,0,0
Clinton far ahead of Trump on betting exchanges and online mar,0,0,0,1,1,0
US stocks dip as election day voting kicks off,0,0,0,1,1,0
Dollar steady ahead of US presidential electi,0,0,0,0,0,0
Trump win not good day world economy ECB Nowotny,0,0,0,0,0,0
Trumps surprise wins rattle world mar,0,0,0,1,0,0
US stocks surge as voters head to ,0,0,0,0,0,0
Pakistan imports 605333 tones palm oil Malaysi,0,0,0,0,0,0
Oil dips on rising crude inventories after Trumps shock victory,0,0,0,1,1,0
US companies react cautiously to Trump victory,1,0,0,0,0,0
US stocks lower as Trump enthusiasm ,0,1,0,0,0,0
World Bank praises Pak progress restoring macroeconomic stability,1,0,0,0,0,1
Oil prices fall on persistent fuel supply overhang,0,0,0,1,1,0
PM to inaugurate Gwadar port on Sunday,0,0,0,0,0,0
Pakistan to promote best global corporate practices Dar,1,0,0,1,1,0
Cash bet could make break Modi,0,0,0,0,0,1
Sindh CM discusses CPEC projects with Chinese envoy,0,0,0,0,0,1
No proposal to demonetize Rs 5000 currency notes Dar,0,0,0,0,0,1
Oil wars how Kremlin 13 billion Indian deal fell apar,0,0,0,0,0,1
Asia shares win reprieve as bond rout pauses for ,0,0,0,0,0,0
Chinese makers lead smartphone growth survey,0,0,0,0,0,0
Foodpanda Yayvo come together for the most prodigious Black Friday sale ever,1,0,0,0,0,0
Iran overtakes Saudi Arabia top oil supplier Indi,0,0,0,0,0,0
Stalled luxury hotel apartment projects Afghan capital lost 85 milli,0,0,0,1,1,1
New law moved replace Companies Ordi,1,0,0,1,1,1
Xi pushes China backed trade deals to fill US void,1,0,0,0,0,0
Rs 1492 bln transacted through Mobile Banking one year,0,0,0,1,0,1
Asian shares on the defensive as US yields dollar ri,0,0,0,0,0,0
Expanding wings PIA weighs Boeing Airbus aircraft order,0,0,0,1,1,0
Panama needs new anti corruption laws combat tax dodger,0,0,0,1,1,1
Tokyo stocks open flat after quake tsunami,0,0,0,0,0,0
China defends Asia Pacific trade after Trump thr,0,0,0,0,0,0
Most loans written off in Musharrafs er,1,0,0,1,1,1
Oil prices edge up on anticipation of OPEC led production cu,0,0,0,1,1,0
New LNG buyer Pakistan sees strong interest in giant tender,0,0,0,0,0,0
Pakistans first DTH licences auctioned for Rs 1469 billi,1,0,0,1,0,0
China to make extra 85 bn investments in Pakistan rail energy,1,0,0,1,1,1
State Bank maintains main policy interest rate 575 per,0,0,0,0,0,0
One killed as fire breaks out at Karachi Oil terminal fuel ,0,0,0,0,0,0
Fish exports increase 14 per cent four ,0,0,0,0,0,0
Wall Street ends at record highs dollar loses ,0,0,0,0,0,0
OPEC scrambles agree crucial oil output cu,0,0,0,0,0,0
Oil prices dip over scepticism ahead of OPEC meeting,0,0,0,1,1,0
Fuel prices up petrol by Rs 2 diesel by Rs 270,0,0,0,0,0,1
Paris restaurant best in world but Japanese chefs come out ,0,0,0,1,1,0
Asia stocks edge up on US growth data cues dollar steady,0,0,0,0,0,0
Pakistan China commence direct rail and sea freight servi,0,0,0,1,1,0
Oil eases in Asian trade after OPEC cu,0,0,0,0,0,0
OPEC agrees first output cut since 2008,0,0,0,0,0,0
Companies leaving US will face consequences Tru,1,0,0,0,0,0
OPEC deal could lead to US shale surg,0,0,0,0,0,0
Kinnow export to Indonesia doubled this ,0,0,0,0,0,1
Oil prices fall as production creeps u,0,0,0,0,0,0
Erdogan wants trade with Russia China in local currenci,0,0,0,0,0,0
Cab hailing company Careem launches women drivers Paki,0,0,0,0,0,0
Trump claims 50 bn SoftBank investment due to his election wi,1,0,0,0,0,0
South Koreas Kia to start assembling cars in Paki,0,0,0,0,0,1
Asia shares hit one month peak bonds bet on ECB suppor,0,0,0,0,0,0
Saudis order oil cuts to US Eur,0,0,0,0,0,0
Trump vows to renegotiate trade d,0,0,0,0,0,0
Oil prices soar on global producer deal to cut crude outpu,0,0,0,1,1,0
Saudi hits new oil output record in Nov amid OPEC cut ,0,0,0,0,0,0
Qatar to cut oil production from January 1,0,0,0,0,0,0
IP gas pipeline Iran agrees to negotiate amendment in GSPA,0,0,0,0,0,1
Pakistan Russia hold consultations on economic cooperation connectivity,0,0,0,0,0,0
US dollar holds near 14 year hig,0,0,0,0,0,0
India puts fresh curbs on deposits of banned ,0,0,0,0,0,1
Foodpandalaunches up to 80 Off on 200 Restaur,1,0,0,1,0,0
Asia stocks find relief as China set to return seized US dr,0,0,0,1,1,0
Oil prices edge up on expected US crude inventory dr,0,0,0,1,1,0
Chinese consortium top bidder for 40 percent stake in Pakistan Stock Exchang,0,0,0,1,1,0
Saudi Arabia projects 53 bn deficit in 2017,0,0,0,0,0,1
US fines Goldman Sachs 120 mn in rate rigging scand,0,0,0,1,1,0
Chinese media advises India to ease tensions with Pak join CPEC,0,0,0,1,1,0
Airbus seals deal with Iran for sale of 100 aircraf,0,0,0,1,1,1
Saudi Arabia sell 49 Aramco within decad,0,0,0,0,0,0
Huge oil gas reserves found in Balochi,0,0,0,1,0,0
Finance ministry dispels demonetization rumor,1,0,0,1,0,1
Iran offers to provide buses for public transport sy,0,0,0,0,0,1
OMD wins Pakistan Media Agency of the Year at the Campaign Asia Pacific Agency of the Year Awards 2016,1,0,0,0,0,0
Chinas outward investment tops 161 billion in 2016,0,0,0,0,0,1
Santa Rally gifts record close to London ,0,0,0,0,0,0
In 2016 CPEC entered into full implementation Chinese state medi,0,0,0,1,1,0
Pakistan to secure 1 bn in Chinese financing for road,0,0,0,1,0,0
KCR Keti Bandar Dhabeji Economic Zone included in CPEC,0,0,0,0,0,1
Sindh CNG owners hike price by up to 35 per litr,0,0,0,0,0,0
US acting as global policeman for financial cri,1,0,0,1,0,0
NBP Rules out misleading reports of Rs 15 Billion fraud at the b,0,0,0,1,0,0
China fund 4000 MW power transmission line Paki,0,0,0,0,0,1
China vows open up economy investment decli,1,0,0,0,0,1
Oil prices edge up despite unexpected US crude inventory build,0,0,0,0,0,0
Pakistan inflation eases 370 pct December,0,0,0,0,0,0
Rouhani pledges to reverse slide of Irans currency,0,0,0,0,0,1
China begins freight train service to Lond,0,0,0,1,1,0
Kazakhstan lifts visa requirements boost tourism inv,1,0,0,1,1,0
Iran okays 29 companies oil and gas proj,0,0,0,1,1,0
Pakistan outperforms India in stock returns during last 16 year,0,0,0,0,0,0
China plans to spend 115 billion on railways in 2017,0,0,0,1,0,1
BMW to deploy 40 self driving cars in US Eur,0,0,0,0,0,0
ECC approves tax exemption for Orange Line Metro Train Proj,0,0,0,0,0,0
Sri Lanka tourism hits record 35 bn 2016,0,0,0,1,1,1
Govt to provide support to UK companies interested in investing in CPEC Minister,1,0,0,0,0,0
China forex reserves fall by 320 bn in 2016,0,0,0,0,0,0
Iran to receive first Airbus plane in day,0,0,0,1,1,0
Pakistans once booming textile industry struggles to bounce b,0,0,0,0,0,1
McDonald sells China operations 208 b,1,0,0,0,0,0
Xi to be first Chinese leader to attend Davos World Economic Foru,1,0,0,1,1,0
Sindh Revenue to bring insurances services to tax ,0,0,0,0,0,0
World Bank revises Pakistans growth rate upward,1,0,0,0,0,0
World food prices fall in 2016 for fifth straight year,0,0,0,0,0,0
Pakistans largest ever Trade Expo kicks off in Colomb,0,1,0,1,1,0
China posts worst export fall since 2009,1,0,0,0,0,1
Black Lady Liberty grace US coi,0,0,0,1,0,0
Sartaj Aziz invites businessmen of Oman to invest in Paki,1,0,0,0,0,0
Petrol price increased by Rs177 per litr,0,0,0,1,1,1
World eight richest wealthy half humanity Oxfam tells Dav,1,0,0,1,1,0
Privatization Commission approves leasing out PSM,0,0,0,0,0,0
Pakistans economy set to grow further in 2017 repor,1,0,0,1,1,1
eBay CEO says Pakistan is among fastest growing e commerce mar,1,0,0,1,0,0
Alibaba group eyes Pakistan for e Commer,1,0,0,0,0,0
OPEC output inches down after November d,0,0,0,0,0,0
PML N govt turned around Pakistans economy in 3 years PM,1,0,0,1,1,1
First Silk Road freight train from China arrives in Lond,0,0,0,0,0,0
Global stocks gain as Wall Street eyes Trump inaugurati,0,0,0,0,0,0
PSX Chinese consortium sign equity share purchase agr,0,0,0,0,0,0
Ministers positive on OPEC non OPEC oil output cu,0,0,0,0,0,0
Dollar down Trump takes over Asia markets u,0,0,0,0,0,0
Pakistan Railways receives seven locomotives for coal transportati,0,0,0,0,0,0
Pakistan Stock Exchange crosses 50000 points first time history,1,0,0,1,0,0
India signs oil reserves pact UAE,0,0,0,1,0,0
Taiwan economy rallies thanks to electronics demand,0,0,0,0,0,1
World Bank CEO to discuss Indus Waters Treaty during South Asia visi,0,0,0,1,1,0
WTO 1 trillion global trade treaty,1,0,0,0,0,0
Iran oil exports rise slightly Feb sour,0,0,0,1,1,0
State Bank decides maintains interest rate at 575 per,0,0,0,0,0,1
Dollar Asia markets down dealers hit Trump ,0,0,0,0,0,0
Govt hikes POL prices second time in a ,0,0,0,0,0,1
Trump immigration order causes rift with busi,1,0,0,1,1,1
CEO FrieslandCampina Chairman Engro meet PM to develop dairy industry,0,0,0,1,1,1
World food prices two year high January,0,0,0,1,1,0
More big you are less tax to pay,0,0,0,0,0,1
Uber CEO quits Trumps business advisory grou,1,0,0,0,0,0
China disappointed US taxes Chinese steel produ,0,0,0,1,1,1
Morocco warns EU over trade d,0,0,0,1,1,1
Made in China large passenger plane targets 2017 debu,0,0,0,0,0,0
Turkey transfers state assets sovereign wealth fund,1,0,0,1,1,1
Iran US sanctions stop American oil firms proj,1,0,0,1,1,0
Worlds longest flight lands in New Zealand,0,0,0,1,1,0
China forex reserves fall below 3 tn threshold,0,0,0,0,0,0
Pakistan to be 20th most powerful economy by 2030 PwC,0,0,0,0,0,0
Enjoy the first movers advantage Nawaz advises business leader,1,0,0,1,1,1
OPEC figures show over 90 pc compliance with supply cu,0,0,0,0,0,0
Sales of Ivanka Trump apparel slumped at Nordstrom WSJ repor,1,0,0,0,0,1
Ivanka Trump takes center stage at Trudeau meeting,1,0,0,0,0,1
Oil pares gains as US supply concerns overshadow OPEC cu,0,0,0,0,0,1
Prices of petrol diesel up by one ru,0,0,0,0,0,1
Tesco products launched in Paki,0,0,0,1,0,0
Trudeau says Canada EU must lead world economy,0,0,0,1,1,0
Chinese industrial association mulls sister economic zone in Sind,1,0,0,1,1,0
Oil prices slip as high stocks overshadow OPEC cu,0,0,0,0,0,0
China to suspend all imports of coal from North Kor,0,0,0,1,1,0
Tourism shows signs of recovery in Egy,0,0,0,1,1,0
Women named to head Saudi bourse major b,0,0,0,1,0,1
11 billion defence contracts third day Abu Dhabi ex,0,0,0,1,1,0
Fake Rs 2000 notes dispensed from ATM in Delhi,0,0,0,0,0,1
Land Gwadar port Chinese investment CPEC Pakistan Balochi,0,0,0,1,1,1
Alphabet accuses Uber of stealing self driving car technology,0,0,0,0,0,0
Malaysias Petronas Saudi Aramco 7 billion oil refinery d,0,0,0,0,0,0
Petrol prices hiked by Rs171 per litr,0,0,0,0,0,1
IMF sanctions Iran dampening economic senti,0,0,0,1,1,0
Investment inflows spur Pakistans corporate sukuk mar,0,0,0,0,0,0
PM Nawaz proposes establishment of Pakistan Kuwait joint business counci,1,0,0,1,0,0
CPEC becomes center point of transit trade rou,0,0,0,0,0,0
Kuwait Silk Road massive causeway,0,0,0,0,0,1
Russia Turkey create investment fund for up 1 billi,0,0,0,1,1,0
Dasu hydroelectric project modernize energy sector Pakistan Chinese Exper,0,0,0,0,0,1
Oil prices hit three month low as US rig count climb,0,0,0,0,0,0
Trump son in law 4 bn deal Chinese company,1,0,0,1,0,0
Saudi says committed to oil market stability,0,0,0,0,0,0
CPEC China approves huge infrastructure projects for Xinjiang,0,0,0,1,0,0
Beijing becomes Chinas first city with all clean energy power ,0,0,0,0,0,0
World Bank announces 57 bln in financing for Afri,1,0,0,1,1,0
For Turkish giant Arcelik Pakistan is among focus ar,1,0,0,1,1,1
Saudis to tighten curbs on foreign workers in local jobs pu,1,0,0,0,0,1
Chinese train manufacturer wins railcar bid in US,0,0,0,0,0,1
Laptop ban hits Dubai for 11m weekend traveller,0,0,0,1,1,1
Pak China relations not against any third country Shaukat Aziz,0,0,0,0,0,0
Uber grounds self driving cars after accid,0,0,0,0,0,0
Investment inflows spur Pakistans corporate sukuk mar,0,0,0,0,0,0
PM Nawaz proposes establishment of Pakistan Kuwait joint business counci,1,0,0,1,0,0
CPEC becomes center point of transit trade rou,0,0,0,0,0,0
Kuwait Silk Road massive causeway,0,0,0,0,0,1
Russia Turkey create investment fund for up 1 billi,0,0,0,1,1,0
Dasu hydroelectric project modernize energy sector Pakistan Chinese Exper,0,0,0,0,0,1
Oil prices hit three month low as US rig count climb,0,0,0,0,0,0
Trump son in law 4 bn deal Chinese company,1,0,0,1,0,0
Saudi says committed to oil market stability,0,0,0,0,0,0
CPEC China approves huge infrastructure projects for Xinjiang,0,0,0,1,0,0
Beijing becomes Chinas first city with all clean energy power ,0,0,0,0,0,0
World Bank announces 57 bln in financing for Afri,1,0,0,1,1,0
For Turkish giant Arcelik Pakistan is among focus ar,1,0,0,1,1,1
Saudis to tighten curbs on foreign workers in local jobs pu,1,0,0,0,0,1
Chinese train manufacturer wins railcar bid in US,0,0,0,0,0,1
Laptop ban hits Dubai for 11m weekend traveller,0,0,0,1,1,1
Pak China relations not against any third country Shaukat Aziz,0,0,0,0,0,0
Uber grounds self driving cars after accid,0,0,0,0,0,0
New Development Bank plans joint investments in economies along Belt Road,0,0,0,0,0,0
Google powered Startup Weekend energizing proud Pakistan driv,1,0,0,0,0,0
Amir returns to Pakistan squad after 5 year b,0,0,0,1,1,0
Australia set to test twin spin attack against Windi,0,0,0,0,0,0
Australia skipper Smith plots return to test summi,0,0,0,0,0,0
McCullum says Amir should get benefit of doub,0,0,0,1,1,0
England declare on 629 6 on record breaking day,0,0,0,0,0,0
Stokes batters South Africa in blistering double ,0,0,0,0,0,0
Australias spinners peg West Indies back in Sydney rai,0,0,1,0,0,0
Amla makes century De Villiers falls for 88,0,0,0,0,0,0
Brathwaite cameo a bright spot in Sydney washou,0,0,1,0,0,0
Amir hopes to win trust with his perfor,0,0,0,1,1,0
Tearful Bairstow enjoys best day of his lif,0,0,0,0,0,0
Bavumas rapid fifty halts England reviv,0,0,0,0,0,0
Yasir Shah takes blood pressure medicine Shahryar,0,0,0,1,1,0
Amla leads South Africas reply with double ,0,0,0,0,0,0
Indian schoolboy breaches 1000 run mark in an inning,0,0,0,0,0,0
Australia withdraw from U 19 WC in Banglad,0,0,0,0,0,1
Henry takes five as NZ complete series win over SL,0,0,0,1,1,0
Day three of Sydney test washed ou,0,0,1,0,0,0
England hold on for draw as weather has final say,0,0,1,0,0,0
England frustrate South Afri,0,0,0,0,0,0
Hashim Amla quits as South Africa test captai,0,0,0,0,0,0
Afridi says media blows trivial issues out of proporti,0,0,0,0,0,0
Rain washes out day four in Sydney,0,0,0,0,0,0
Sledging helps Bavuma knuckle down for maiden Test ,0,0,0,1,1,0
Reporters question infuriates Afridi,0,0,0,0,0,0
FIFA ethics committee extends Valcke suspensi,0,0,0,0,0,0
Uruguay wants to co host 2030 Football World Cu,0,0,0,0,0,0
Rain hit Sydney test ends in draw Australia win series 2 0,0,0,0,0,0,0
Amir cleared to tour New Zealand after visa granted,0,0,0,1,1,0
Indian court issues non bailable arrest warrants for Dhoni,0,0,0,0,0,0
Platini withdraws candidacy for FIFA presidency,1,1,0,1,1,0
Difficulties may be faced with Amirs return Intikhab A,0,0,0,1,0,0
Pakistan stars keen to follow MCL ,0,0,0,0,0,0
FIFA panel tells Blatter Platini why they were banned,0,1,0,0,0,0
Champion Federer sets up Raonic final in Brisb,0,0,0,1,1,0
T20 World Cup trophy reaches Paki,0,0,0,0,0,0
Bouchard heads to Melbourne Park with low expectati,0,0,0,1,1,0
Raonic takes revenge on Federer to win Brisbane ti,0,0,0,1,1,0
Record breakers Guptill Munro lead NZ ,0,0,0,1,1,0
Pakistan cricket team leaves for New Zealand tour,0,0,0,1,1,0
England turn to Croft for spin tips in South Afri,0,0,0,1,1,0
Australia to blood two new pacemen for India one day opener,0,0,0,1,1,0
Australia to blood two new pacemen for India ODI opener,0,0,0,1,1,0
Halep wins on return but fitness doubts remai,0,0,0,1,1,0
Judo team for South Asian Games announced,0,1,0,1,0,0
Smith Bailey tons power Australia to five wicket wi,0,0,0,1,1,0
Lionel Messi wins Ballon dOr for fifth ti,0,1,0,1,0,0
National Ranking Tennis from January 18,0,0,0,1,0,0
De Villiers still motivated to play all forms of the g,0,0,0,1,1,0
Usman Khawaja into Australia squad as Warner takes leav,0,0,0,1,1,0
South Africa opt to bat in 3rd test against England,0,0,0,0,0,0
Root Stokes fire up England r,0,0,0,0,0,0
Viljoen makes dream start as England strugg,0,0,0,0,0,0
Rohit ton in vain again as Bailey steers Australia to victory,0,0,0,0,0,0
Amir claims wicket on return as Pakistan triu,0,0,0,1,1,0
Broad lifts England to series win in South Afri,0,0,0,1,1,0
Brilliant Broad destroys South Afri,0,0,0,0,0,0
England take slight first innings lead over South Afri,0,0,0,0,0,0
Dhoni may make India chase in third one dayer,0,0,0,0,0,0
Sabbir heroics help Bangladesh sink Zimbab,0,0,0,0,0,0
Maxwell dazzles as Australia clinch series against Indi,0,0,0,0,0,0
